year,ahe,bachelor,female,age
2008,21.153847,1,0,32
2008,21.634615,1,1,32
2008,8.5470085,0,0,31
2008,13.464052,0,0,28
2008,14.903846,1,0,32
2008,21.634615,0,0,33
2008,15,0,0,25
2008,11.057693,1,1,32
2008,13,1,0,29
2008,32.692307,0,0,32
2008,13.020833,0,0,26
2008,57.307693,1,0,28
2008,9.6153851,0,1,27
2008,9.6153851,1,0,26
2008,9.6153851,1,0,27
2008,9.6153851,1,0,25
2008,9.6153851,1,0,25
2008,23.5,0,1,34
2008,12.019231,0,0,29
2008,18.26923,0,0,27
2008,38.46154,1,0,34
2008,11,1,1,30
2008,26.442308,1,0,30
2008,9.6153851,1,0,29
2008,23.785425,1,0,29
2008,8.6538458,0,1,28
2008,11.6,0,0,31
2008,17.307692,1,1,25
2008,9.6153851,1,0,25
2008,10,0,0,25
2008,24.038462,1,1,26
2008,30.288462,1,0,28
2008,52,0,0,33
2008,32.905983,1,1,28
2008,28.846153,1,1,27
2008,3.525641,0,0,29
2008,24.572027,1,0,29
2008,26.923077,1,1,30
2008,45.546558,0,1,25
2008,5.7692308,0,1,32
2008,20.879122,1,1,33
2008,15.384615,0,1,31
2008,29.91453,0,0,29
2008,24.038462,1,1,28
2008,29.05983,1,0,33
2008,42.307693,1,0,33
2008,60.096153,1,0,33
2008,28.846153,0,0,30
2008,25.641026,1,0,27
2008,40.865383,1,1,26
2008,20.673077,1,1,27
2008,19.23077,0,0,26
2008,21.678322,1,0,30
2008,19.23077,0,0,29
2008,15.734265,1,1,28
2008,19.711538,1,0,27
2008,28.846153,1,1,28
2008,12.019231,1,1,28
2008,8.1730766,1,0,28
2008,48.076923,1,0,25
2008,7.5910931,0,0,25
2008,10.096154,0,1,26
2008,27.403847,1,0,25
2008,14.615385,1,0,30
2008,27.472527,1,1,26
2008,62.5,1,0,33
2008,12.019231,0,0,28
2008,27.777779,1,1,25
2008,57.692307,1,1,31
2008,48.076923,1,0,32
2008,10.483871,1,1,27
2008,8.333333,0,0,28
2008,6.1538463,0,1,26
2008,12.857142,0,1,26
2008,12.857142,0,0,25
2008,26.442308,1,0,29
2008,21.634615,0,1,34
2008,32.051281,1,1,27
2008,19.711538,1,0,25
2008,11.25,0,1,27
2008,26.923077,0,0,30
2008,12.5,0,0,27
2008,28.847115,1,1,34
2008,17.948717,1,1,32
2008,21.914133,1,1,30
2008,14.423077,0,0,34
2008,12.019231,0,0,28
2008,21.538462,1,0,30
2008,10.888889,1,1,30
2008,23.076923,1,1,30
2008,31.25,1,1,30
2008,52.884617,1,1,34
2008,23.076923,1,1,33
2008,50.48077,1,1,32
2008,18.028847,1,0,31
2008,19.23077,0,1,28
2008,8.854167,0,0,31
2008,21.634615,0,0,34
2008,14.814815,0,0,33
2008,25.48077,1,1,32
2008,36.057693,1,0,31
2008,32.692307,1,1,31
2008,14.903846,0,0,28
2008,16.346153,0,0,30
2008,5.7692308,0,1,25
2008,13.461538,0,0,27
2008,15.769231,1,0,31
2008,12,0,0,31
2008,6.25,0,1,33
2008,27.472527,1,1,34
2008,20,1,1,26
2008,21.367521,0,0,28
2008,4.8086538,1,1,30
2008,13.157895,0,1,30
2008,22.211538,1,0,26
2008,21.634615,1,1,30
2008,13.562753,1,1,30
2008,28.846153,1,0,31
2008,30.76923,1,0,29
2008,19.23077,0,1,32
2008,12.5,0,0,32
2008,23.776224,0,0,34
2008,21.153847,1,0,33
2008,7.6923075,0,0,33
2008,35.50296,0,0,32
2008,14.423077,1,1,25
2008,17.206478,1,1,31
2008,28.175314,1,0,32
2008,31.25,1,1,34
2008,18.028847,1,0,31
2008,16.826923,1,0,27
2008,20.76923,1,1,25
2008,32.967033,0,0,29
2008,19.23077,0,1,29
2008,34.392307,0,0,31
2008,19.711538,0,1,27
2008,11.538462,0,0,29
2008,15.384615,1,1,34
2008,16.483517,0,1,33
2008,43.26923,1,0,30
2008,24.786325,1,1,25
2008,10,1,0,25
2008,8.1730766,0,1,26
2008,26.495726,1,0,29
2008,14.423077,1,0,29
2008,29.05983,0,1,27
2008,24.074074,0,1,29
2008,24.038462,1,0,34
2008,10.576923,1,1,27
2008,33.653847,1,0,26
2008,16.826923,1,1,32
2008,12.019231,1,1,33
2008,10.097116,0,0,32
2008,5.2884617,1,0,26
2008,25.641026,1,0,25
2008,31.25,1,0,33
2008,10,0,1,32
2008,27.613413,1,0,27
2008,24.654833,1,1,28
2008,24.038462,1,1,28
2008,35.714287,1,0,28
2008,29.10603,1,0,26
2008,17.64423,1,1,27
2008,5.4945054,0,1,30
2008,46.634617,1,1,34
2008,15.384615,1,1,28
2008,19.23077,1,1,26
2008,15,0,0,26
2008,9.6163464,1,0,27
2008,14.423077,0,0,31
2008,38.46154,1,0,32
2008,26.442308,1,1,29
2008,6.9711537,0,0,31
2008,12.019231,0,0,25
2008,7.2115383,0,0,25
2008,20.673077,0,0,28
2008,12.475052,1,1,33
2008,28.846153,1,0,30
2008,15.865385,0,1,34
2008,28.205128,0,0,34
2008,30.448717,0,0,30
2008,22.596153,0,1,27
2008,13.461538,0,0,28
2008,12.692307,0,0,26
2008,17.399267,0,1,28
2008,16.826923,0,1,33
2008,18.26923,0,0,32
2008,23.076923,0,0,31
2008,8.1730766,1,0,30
2008,23.846153,1,1,34
2008,9.5,1,0,27
2008,19.677996,1,0,25
2008,28.846153,0,0,29
2008,17.032967,0,1,31
2008,14.423077,0,0,30
2008,12.019231,0,1,33
2008,35.059135,0,0,32
2008,20.673077,1,0,28
2008,35.096153,1,1,27
2008,58,1,0,30
2008,14.583333,0,0,33
2008,6.9711537,0,0,29
2008,17.692308,1,0,31
2008,14.957265,1,0,29
2008,19.23077,0,0,33
2008,20.192308,0,0,34
2008,18.75,0,1,29
2008,15.865385,0,1,29
2008,16.826923,0,0,28
2008,20.76923,1,1,32
2008,23.076923,1,1,34
2008,60.096153,1,0,32
2008,29.5,0,0,29
2008,16.26923,0,0,32
2008,16.346153,0,0,31
2008,19.23077,1,0,25
2008,18.75,1,1,33
2008,12.980769,0,1,32
2008,47.752499,1,0,30
2008,25,0,0,28
2008,5.4807692,1,1,26
2008,21.538462,0,0,30
2008,12.820513,1,1,29
2008,29.807692,0,0,31
2008,28.846153,0,0,30
2008,25,0,0,25
2008,21.634615,0,0,34
2008,16.826923,0,0,33
2008,38.46154,1,0,29
2008,12.019231,0,1,27
2008,42.307693,1,0,33
2008,27.692308,1,1,27
2008,36.713287,1,1,30
2008,48.076923,1,0,31
2008,22.115385,1,1,28
2008,21.153847,1,1,28
2008,24.038462,1,1,26
2008,21.452991,1,1,34
2008,26.442308,1,0,29
2008,12.087913,0,1,31
2008,22.115385,1,1,27
2008,13.461538,1,1,28
2008,7.8947368,0,0,27
2008,16.826923,1,0,27
2008,40.384617,1,0,28
2008,24.725275,1,1,29
2008,31.250961,1,0,34
2008,12.020192,1,0,31
2008,26.923077,1,1,28
2008,9.0016365,1,1,32
2008,23.426573,1,0,30
2008,27.777779,0,1,31
2008,38.46154,1,0,33
2008,48.076923,1,0,34
2008,21.354166,1,1,33
2008,26.923077,1,1,28
2008,27.472527,1,1,29
2008,26.923077,1,1,25
2008,21.328671,1,1,26
2008,18.846153,1,0,34
2008,33.653847,1,1,29
2008,29.487179,1,0,29
2008,27.307692,1,0,28
2008,48.076923,0,1,28
2008,23.076923,1,0,27
2008,14.423077,1,1,28
2008,26.442308,1,0,32
2008,17.094017,1,0,30
2008,26.442308,1,0,32
2008,36.324787,0,0,31
2008,7.2115383,0,0,32
2008,24.038462,0,0,27
2008,11.538462,0,1,32
2008,24.039423,0,0,27
2008,14.534883,0,0,28
2008,12.019231,0,1,27
2008,15.384615,1,1,25
2008,14.423077,1,1,34
2008,26.442308,1,1,34
2008,37.955467,1,1,27
2008,18.846153,1,1,27
2008,31.746031,1,0,27
2008,24.038462,1,1,28
2008,52.884617,1,1,33
2008,12.5,0,1,28
2008,18.26923,0,0,25
2008,15.886288,0,1,31
2008,19.23077,0,0,33
2008,15.384615,0,1,25
2008,21.634615,1,1,32
2008,12.820513,1,0,27
2008,9.9358978,1,1,28
2008,14.423077,1,1,31
2008,14.423077,1,0,26
2008,7.9670329,0,0,26
2008,27.884615,1,1,30
2008,18.112246,1,1,31
2008,15.384615,0,0,29
2008,13.461538,0,0,34
2008,28.846153,0,0,30
2008,8.1730766,0,1,27
2008,22.235577,1,1,29
2008,28.846153,1,0,30
2008,34.615383,1,0,32
2008,14.529915,1,0,30
2008,36.53846,0,1,32
2008,60.096153,1,0,34
2008,24.038462,1,1,32
2008,24.038462,1,1,29
2008,27.777779,1,0,31
2008,7.8125,0,0,27
2008,5.1538463,0,1,32
2008,10.096154,0,1,32
2008,17.307692,1,1,28
2008,24.51923,1,0,34
2008,10.096154,0,0,25
2008,16.826923,1,1,25
2008,10,0,0,33
2008,20.192308,1,1,26
2008,20.192308,0,0,27
2008,17.01923,1,1,26
2008,31.25,1,0,34
2008,12.019231,1,1,30
2008,5.0576925,0,0,27
2008,36.53846,1,0,34
2008,39.705883,1,0,27
2008,13.461538,1,1,25
2008,13.461538,0,0,25
2008,19.23077,1,1,26
2008,10.961538,0,1,34
2008,74.786324,1,1,34
2008,12.980769,0,0,31
2008,32.21154,1,1,34
2008,19.23077,0,0,34
2008,14.423077,1,1,32
2008,28.846153,1,0,31
2008,28.846153,1,0,31
2008,22.596153,0,0,33
2008,34.134617,1,0,33
2008,11.538462,0,1,33
2008,17.582418,0,1,28
2008,16.826923,0,1,33
2008,32.692307,1,1,27
2008,23.076923,1,0,26
2008,19.711538,0,1,29
2008,15.384615,1,1,33
2008,19.23077,0,0,28
2008,19.23077,0,0,32
2008,16.826923,0,0,31
2008,16.346153,1,0,34
2008,16.346153,0,0,29
2008,19.711538,1,0,27
2008,22.596153,1,0,26
2008,13.157895,0,0,26
2008,49.523811,0,0,32
2008,9.2307692,0,1,25
2008,9.94695,0,0,33
2008,19.711538,0,0,31
2008,19.23077,0,0,34
2008,19.23077,1,1,29
2008,18.681318,1,1,32
2008,31.541208,1,1,33
2008,11.538462,0,1,26
2008,38.034187,1,0,30
2008,13.736263,0,1,25
2008,15.865385,1,1,31
2008,45.673077,0,0,30
2008,11.923077,0,0,30
2008,16.02564,0,1,25
2008,12.5,0,0,32
2008,17.633654,1,0,27
2008,8.7912092,0,1,34
2008,26.442308,1,0,34
2008,31.25,1,1,28
2008,20.192308,0,0,34
2008,15.182186,0,1,29
2008,15.548282,0,1,29
2008,20,0,1,29
2008,31.468531,1,0,30
2008,19.23077,0,1,30
2008,33.653847,1,0,32
2008,24.038462,0,0,33
2008,22.115385,1,1,27
2008,11.538462,1,1,25
2008,21.634615,0,0,29
2008,14.423077,0,1,29
2008,6.9444447,0,1,28
2008,13.461538,0,0,26
2008,20.192308,1,1,34
2008,13.111888,0,0,32
2008,34.615383,1,0,33
2008,10.121457,0,1,31
2008,18.75,1,1,25
2008,14.895833,0,0,28
2008,17.788462,1,1,26
2008,29.447115,1,0,29
2008,12.019231,1,0,27
2008,10,0,0,26
2008,28.365385,1,1,33
2008,16.827885,0,0,34
2008,15.865385,1,1,28
2008,14.423077,0,1,29
2008,7.0850201,0,1,30
2008,9.4505491,0,1,32
2008,24.572649,1,0,27
2008,23.504274,1,1,31
2008,9.6153851,0,1,25
2008,21.23077,1,1,31
2008,5.2005496,0,1,31
2008,5.2005496,0,1,31
2008,28.137255,0,0,32
2008,16.194332,0,1,28
2008,30.76923,1,0,32
2008,21.634615,1,0,32
2008,40.384617,1,0,29
2008,14.423077,0,1,33
2008,15.985577,1,1,33
2008,17.712551,0,1,29
2008,14.423077,1,0,28
2008,15.384615,0,1,32
2008,5.9634614,0,0,29
2008,12.087913,0,1,34
2008,26.923077,0,0,27
2008,16.826923,1,1,29
2008,18.244576,0,1,31
2008,17.094017,0,1,30
2008,16.826923,0,1,32
2008,21.153847,1,1,28
2008,23.626373,1,1,27
2008,18.26923,0,0,26
2008,21.634615,0,0,32
2008,14.676113,0,1,33
2008,31.923077,1,1,33
2008,8.136095,0,1,34
2008,24.038462,1,1,29
2008,16.826923,1,1,29
2008,13.461538,0,0,29
2008,39.423077,1,1,31
2008,25.961538,0,0,33
2008,18.26923,0,0,28
2008,11.25,0,0,33
2008,23.557692,1,0,27
2008,6,0,1,31
2008,12.5,0,0,26
2008,5.1615386,0,1,30
2008,28.846153,1,0,33
2008,33.653847,1,1,31
2008,8.6538458,0,0,32
2008,15.384615,1,1,25
2008,28.846153,0,0,34
2008,11.057693,0,1,31
2008,19.23077,1,1,29
2008,29.91453,1,0,29
2008,29.91453,1,1,29
2008,9.6163464,1,1,31
2008,19.23077,1,1,26
2008,24.038462,0,1,33
2008,16.826923,1,0,33
2008,4.8076925,1,1,32
2008,13.461538,0,1,31
2008,10.096154,0,0,32
2008,11.538462,0,1,30
2008,32.21154,0,0,34
2008,14.423077,0,0,33
2008,9.6197119,0,1,30
2008,28.846153,1,1,28
2008,9.6153851,0,0,27
2008,48.076923,0,1,31
2008,7.2115383,0,0,29
2008,9.89011,0,0,31
2008,23.504274,1,0,30
2008,26.442308,1,0,27
2008,21.634615,1,1,29
2008,55.237316,1,0,34
2008,28.632479,1,0,25
2008,15.182186,0,0,30
2008,14.423077,0,1,33
2008,15.384615,1,0,25
2008,21.923077,0,1,34
2008,23.076923,0,1,28
2008,20.604395,0,0,32
2008,36.057693,1,1,33
2008,38.46154,1,1,31
2008,19.23077,1,0,25
2008,19.23077,0,0,30
2008,30.048077,1,0,31
2008,4.7385621,1,1,29
2008,32.692307,1,1,27
2008,24.038462,1,1,32
2008,16.346153,1,0,34
2008,18.682417,0,1,30
2008,7.5,0,0,30
2008,22.189348,1,1,31
2008,14.423077,0,0,32
2008,23.076923,1,1,32
2008,48.077885,1,0,32
2008,14.423077,1,1,25
2008,34.188034,1,0,31
2008,20.192308,1,0,33
2008,28.846153,1,1,27
2008,12.5,0,0,34
2008,23.317308,1,0,34
2008,27.403847,1,1,29
2008,20.192308,0,0,26
2008,28.632479,1,0,31
2008,23.076923,0,1,26
2008,39.23077,1,0,32
2008,12.087913,1,0,28
2008,8,0,1,27
2008,11.094674,1,1,28
2008,17.094017,1,1,31
2008,19.23077,1,0,30
2008,12.820513,1,0,28
2008,32.692307,1,1,26
2008,26.442308,1,1,26
2008,48.076923,1,1,34
2008,26.923077,1,1,34
2008,22.624434,1,0,26
2008,20.192308,1,1,29
2008,19.23077,1,0,27
2008,13.461538,0,0,25
2008,25,1,1,28
2008,25.641026,1,1,30
2008,27.472527,1,1,31
2008,28.846153,1,1,31
2008,28.846153,1,1,30
2008,15.592516,1,0,31
2008,38.462181,1,0,26
2008,42.735043,1,1,32
2008,15.698587,1,1,27
2008,27.777779,1,0,25
2008,21.634615,1,0,28
2008,24.038462,1,1,34
2008,16.483517,1,0,34
2008,21.634615,1,0,33
2008,32.692307,1,1,27
2008,52.447552,1,0,33
2008,10.096154,0,0,30
2008,12.820513,0,0,28
2008,19.23077,1,1,31
2008,19.23077,0,0,33
2008,24.409023,1,1,26
2008,19.23077,1,1,25
2008,13.461538,1,1,25
2008,55.28846,1,1,32
2008,28.846153,1,0,30
2008,24.038462,1,1,25
2008,40.865383,1,0,33
2008,16.666666,1,0,29
2008,21.036539,1,1,26
2008,44.378696,1,1,27
2008,23.4375,1,1,28
2008,13.461538,1,0,27
2008,46.153847,1,1,32
2008,57.692307,1,1,33
2008,20.673077,0,0,32
2008,18.091347,1,0,31
2008,13.461538,0,0,29
2008,7.4786325,1,1,25
2008,6.7307692,0,0,29
2008,19.23077,0,0,28
2008,2.8846154,0,0,28
2008,40.064102,1,0,30
2008,9.6153851,0,0,33
2008,18.028847,0,0,28
2008,13.942307,0,0,26
2008,24.038462,0,0,30
2008,11.058654,1,0,33
2008,9.6153851,0,1,30
2008,19.23077,1,0,31
2008,48.076923,1,1,31
2008,19.23077,1,0,29
2008,26.923077,1,0,25
2008,24.038462,1,0,33
2008,10.384615,1,0,34
2008,20.673077,0,0,31
2008,18,1,1,31
2008,16.826923,0,0,32
2008,14.615385,0,0,34
2008,29.91453,1,0,25
2008,8.6538458,0,1,30
2008,23.504274,0,0,27
2008,17.083334,0,1,26
2008,42.735043,1,0,34
2008,43.26923,1,0,32
2008,24.038462,1,0,25
2008,25.48077,1,1,32
2008,38.46154,1,1,29
2008,12.019231,0,1,31
2008,14.423077,0,0,32
2008,24.038462,1,0,31
2008,13.461538,0,0,32
2008,31.25,1,1,31
2008,12.019231,0,0,34
2008,16.5,1,1,32
2008,27.428572,1,0,32
2008,21.634615,1,1,31
2008,14.423077,0,1,29
2008,14.423077,0,0,34
2008,15.384615,0,0,34
2008,19.23077,0,0,33
2008,28.846153,1,0,26
2008,12.019231,0,0,33
2008,19.23077,0,0,27
2008,15.024038,1,0,33
2008,19.23077,1,1,31
2008,13.942307,1,1,26
2008,25.961538,0,0,31
2008,24.038462,0,0,27
2008,3.3653846,1,1,33
2008,17.307692,0,0,27
2008,36.057693,1,1,31
2008,26.595745,1,0,31
2008,11.538462,0,0,28
2008,8.333333,1,0,29
2008,30.76923,1,0,34
2008,13.462637,1,1,29
2008,62.5,1,0,31
2008,4.8076925,0,1,33
2008,8.6538458,0,1,32
2008,24,0,0,31
2008,31.250961,1,0,34
2008,33.653847,1,0,28
2008,28.846153,1,0,25
2008,26.442308,1,0,29
2008,26,0,0,32
2008,11.538462,0,0,28
2008,11.538462,1,1,29
2008,24.038462,0,0,33
2008,9.6153851,0,0,32
2008,25,0,0,32
2008,12.019231,0,0,28
2008,25,1,1,31
2008,33.418804,1,0,31
2008,23.076923,0,1,29
2008,24.038462,0,0,28
2008,16.826923,0,0,30
2008,21.634615,1,1,27
2008,14.423077,1,1,26
2008,14.423077,1,1,31
2008,9.6153851,0,0,27
2008,16.826923,1,1,25
2008,8.1730766,0,0,28
2008,20.673077,1,0,30
2008,18.772894,1,1,25
2008,28.846153,0,0,31
2008,13.942307,1,1,28
2008,17.708334,0,0,29
2008,38.46154,1,1,31
2008,28.846153,0,0,34
2008,20.192308,0,0,26
2008,16.682692,0,0,28
2008,9.6153851,1,1,30
2008,16.346153,0,0,30
2008,21.634615,0,0,27
2008,23.504274,1,0,33
2008,25,0,0,28
2008,24.039263,1,0,30
2008,32.692307,1,0,32
2008,13.798077,0,0,28
2008,8.2417583,0,0,27
2008,22.115385,1,0,26
2008,17.01923,1,1,25
2008,16.153847,0,0,31
2008,4.8076925,0,0,27
2008,4.7008548,0,0,25
2008,5.944056,0,0,25
2008,30.288462,1,0,27
2008,14.153846,0,0,29
2008,26.175213,1,1,25
2008,9.89011,0,1,25
2008,9.1346149,0,1,28
2008,8.5470085,0,0,31
2008,13.157895,1,1,28
2008,25,1,1,32
2008,12.019231,0,1,28
2008,11.538462,1,1,34
2008,12.820513,0,1,28
2008,3,1,0,32
2008,14.423077,0,0,32
2008,22.393724,1,1,31
2008,10.412328,1,0,25
2008,15.811966,1,0,25
2008,14.053254,0,1,34
2008,16.826923,0,1,27
2008,2.0054946,1,1,27
2008,22.836538,1,0,30
2008,26.923077,1,0,33
2008,5.9171596,1,1,33
2008,10.62753,0,1,25
2008,35.096153,1,1,31
2008,17.307692,0,0,25
2008,21.374866,1,1,31
2008,27.014652,1,0,31
2008,12.019231,0,0,31
2008,21.634615,0,1,32
2008,14.423077,1,1,31
2008,28.846153,1,0,26
2008,11.538462,1,0,26
2008,9.1346149,0,0,30
2008,10.096154,0,1,33
2008,19.23077,0,0,30
2008,12.019231,0,1,28
2008,14.423077,1,0,27
2008,24.51923,1,1,27
2008,31.25,0,0,30
2008,26.442308,1,0,29
2008,23.557692,1,1,26
2008,5.6980057,0,0,26
2008,19.23077,1,1,34
2008,19.23077,1,0,27
2008,40.865383,0,0,29
2008,9.7125101,1,0,29
2008,15.384615,0,1,34
2008,38.46154,1,1,31
2008,13.461538,0,0,31
2008,38.46154,1,1,34
2008,31.468531,0,0,27
2008,36.057693,1,1,27
2008,43.26923,0,0,31
2008,10.769231,1,1,34
2008,7.5,0,1,29
2008,19.23077,0,1,31
2008,24.038462,1,1,29
2008,14.423077,0,1,32
2008,56.25,1,0,28
2008,20.242914,1,1,29
2008,32.692307,1,0,33
2008,26.442308,1,0,33
2008,16.346153,0,0,31
2008,33.653847,1,1,30
2008,8.6538458,0,1,29
2008,2.8846154,0,0,28
2008,12.019231,0,0,25
2008,9.375,0,1,29
2008,16.826923,0,0,28
2008,12.993763,0,0,29
2008,10.39501,0,1,33
2008,60.096153,1,0,30
2008,28.571428,1,1,33
2008,14.903846,0,1,34
2008,24.038462,1,1,32
2008,21.634615,1,1,32
2008,40.865383,1,0,29
2008,28.846153,1,0,26
2008,14.423077,0,0,26
2008,22.5,1,1,27
2008,36.057693,1,0,32
2008,20.673077,0,0,30
2008,25.641026,1,1,33
2008,31.25,1,0,34
2008,55.555557,1,0,31
2008,24.038462,1,0,26
2008,17.307692,0,0,29
2008,14.423077,0,0,27
2008,23.076923,1,0,30
2008,9.6153851,0,1,29
2008,10.576923,0,0,29
2008,27.403847,1,0,34
2008,8.5164833,0,0,28
2008,9.6153851,0,0,26
2008,21.634615,1,1,34
2008,27.884615,1,1,28
2008,24.038462,0,0,30
2008,32.478634,1,0,26
2008,18.076923,1,0,32
2008,21.452991,1,1,32
2008,35.311966,1,0,32
2008,12.020192,1,0,25
2008,20.673077,1,0,26
2008,24.038462,1,1,31
2008,7.5,0,0,25
2008,25.240385,0,0,30
2008,22.596153,0,1,29
2008,17.307692,1,1,27
2008,15.865385,0,0,29
2008,22.916666,0,0,25
2008,20.384615,0,0,34
2008,8,0,0,27
2008,30.76923,0,0,31
2008,28.846153,1,1,31
2008,36.057693,1,0,31
2008,13.675214,0,0,30
2008,11.538462,1,1,28
2008,7.5,0,0,28
2008,7.5,0,1,29
2008,7.6923075,0,1,34
2008,13.584135,1,1,26
2008,7.2123399,0,1,29
2008,36.057693,0,1,32
2008,16.826923,0,0,27
2008,19.23077,0,0,31
2008,10.096154,0,0,30
2008,34.615383,1,0,29
2008,20.879122,1,1,34
2008,11.25,1,1,30
2008,23.076923,0,1,32
2008,57.692307,1,0,33
2008,7.1428571,0,1,34
2008,10.576923,0,0,33
2008,14.676113,0,1,34
2008,9.6153851,1,1,29
2008,11.538462,0,1,34
2008,14.423077,0,0,30
2008,13.461538,1,1,34
2008,13.736263,0,1,28
2008,35.096153,1,1,30
2008,8,0,0,34
2008,8.1730766,0,1,34
2008,10.048077,0,0,29
2008,25,0,1,27
2008,25.48077,1,1,25
2008,13.461538,0,0,33
2008,10.577885,0,1,31
2008,24.038462,0,0,31
2008,16.346153,0,0,27
2008,12.5,0,0,31
2008,20.192308,0,0,31
2008,29.807692,0,1,27
2008,18,0,0,27
2008,31.25,0,1,33
2008,33.653847,1,0,31
2008,6.4903846,1,1,34
2008,21.634615,0,0,28
2008,14.423077,0,0,34
2008,19.23077,0,1,30
2008,38.46154,1,0,32
2008,19.23077,0,0,30
2008,14.903846,0,1,29
2008,21.634615,1,1,28
2008,12.980769,0,1,29
2008,7.2115383,0,1,27
2008,12.980769,0,1,26
2008,11.538462,0,0,26
2008,43.26923,1,0,26
2008,32.051281,0,1,32
2008,33.653847,1,0,26
2008,18,0,1,28
2008,14.685315,0,0,30
2008,21.634615,0,1,34
2008,23.076923,0,0,27
2008,21.978022,1,1,25
2008,21.634615,1,0,27
2008,8.25,0,1,29
2008,10.576923,0,1,31
2008,27.884615,1,0,32
2008,31.25,1,0,32
2008,25.721153,1,0,28
2008,36.057693,1,1,32
2008,32.77972,1,0,33
2008,38.462181,1,1,32
2008,2.8846154,1,0,25
2008,8.6538458,0,0,34
2008,25.721153,1,0,27
2008,23.076923,0,0,31
2008,15.865385,0,1,33
2008,20.673077,1,0,33
2008,8.8357592,0,1,31
2008,28.846153,0,0,28
2008,10.294118,0,0,27
2008,17.628204,0,0,32
2008,21.153847,0,0,32
2008,18.218624,1,1,33
2008,14.903846,0,0,32
2008,14.403846,0,1,31
2008,6.7307692,0,1,31
2008,22.98077,0,0,30
2008,19.23077,0,0,32
2008,11.834319,0,0,29
2008,21.634615,0,0,27
2008,9.6153851,0,0,31
2008,14.423077,0,1,30
2008,14.423077,0,1,25
2008,26.442308,0,0,31
2008,31.25,1,0,32
2008,29.91453,1,0,30
2008,10.576923,0,0,32
2008,14.17004,0,0,30
2008,17.151768,0,0,32
2008,13.942307,1,1,27
2008,45.192307,0,0,33
2008,12.019231,0,1,33
2008,20.192308,1,1,29
2008,23.504274,1,0,28
2008,19.23077,0,0,32
2008,17.948717,0,1,29
2008,16.826923,0,0,30
2008,28.846153,1,1,25
2008,12.019231,1,1,27
2008,17.628204,0,0,34
2008,17.094017,0,1,34
2008,20.673077,0,0,32
2008,12.5,0,1,33
2008,27.692308,0,0,34
2008,19.23077,1,0,33
2008,8.6538458,0,0,27
2008,42.692307,1,0,30
2008,26.442308,1,0,32
2008,27.64423,1,1,34
2008,15.865385,0,0,31
2008,14.423077,0,0,30
2008,46.153847,1,0,32
2008,24.51923,1,1,33
2008,6.1615386,0,1,29
2008,40.865383,0,0,28
2008,39.473682,0,0,31
2008,25,1,0,33
2008,18.112246,1,1,33
2008,17.094017,0,1,28
2008,10.946746,1,0,34
2008,19.743589,1,1,30
2008,33.333332,1,0,32
2008,28.846153,1,1,31
2008,13.461538,1,0,25
2008,20.672596,1,1,26
2008,18.450001,0,1,26
2008,10.897436,0,0,25
2008,14.423077,1,0,30
2008,16.826923,1,1,34
2008,37.5,1,0,32
2008,21.153847,1,0,31
2008,9.6153851,0,0,32
2008,8.9285717,1,1,26
2008,18.429487,0,0,34
2008,11.923077,1,1,34
2008,24.038462,0,0,29
2008,22.115385,0,0,26
2008,15.064102,1,0,33
2008,18.589743,1,0,28
2008,10.576923,0,0,32
2008,24.038462,1,0,31
2008,33.75,1,0,27
2008,28.846153,1,1,29
2008,36.979168,0,0,32
2008,28.846153,1,0,32
2008,18.75,0,0,33
2008,9.4495001,0,1,29
2008,11.203474,0,0,28
2008,18.846153,0,1,32
2008,17.307692,0,0,31
2008,15.865385,0,1,32
2008,23.504274,0,0,27
2008,11.705686,1,1,26
2008,23.557692,1,0,31
2008,15.941296,0,1,30
2008,25.48077,1,1,26
2008,4.8076925,0,0,26
2008,7.6923075,1,1,31
2008,12.019231,1,0,25
2008,28.846153,1,1,34
2008,9.6153851,0,1,25
2008,15.874039,0,0,30
2008,34.134617,1,0,32
2008,21.25506,1,1,27
2008,60,1,0,34
2008,31.25,1,1,33
2008,53.846153,1,0,33
2008,38.46154,1,0,33
2008,36.057693,1,1,32
2008,33.653847,1,0,33
2008,16.826923,0,0,28
2008,15.384615,0,1,25
2008,16.483517,1,1,25
2008,20.192308,1,0,28
2008,42.692307,1,1,33
2008,28.846153,1,0,28
2008,43.26923,1,1,31
2008,33.846153,1,0,29
2008,44.23077,1,0,32
2008,13.461538,1,1,27
2008,18.461538,1,0,32
2008,64.903847,1,0,34
2008,16.538462,1,0,33
2008,33.653847,1,1,32
2008,25.48077,0,0,31
2008,15.865385,0,0,34
2008,62.5,1,0,34
2008,28.846153,1,0,26
2008,9.6153851,0,1,32
2008,24.572649,0,1,34
2008,27.472527,1,0,32
2008,10.096154,1,0,32
2008,14.423077,1,1,30
2008,20.673077,0,0,28
2008,9.25,0,0,34
2008,24.51923,1,0,30
2008,20.477207,1,0,31
2008,17.576923,1,1,31
2008,21.153847,1,0,33
2008,7.0166321,1,1,27
2008,50,1,0,32
2008,16.826923,1,1,27
2008,15.384615,1,1,31
2008,13.020833,1,0,25
2008,21.634615,1,1,30
2008,22.115385,0,0,34
2008,12.019231,0,0,26
2008,20.673077,1,1,26
2008,10.576923,0,0,28
2008,43.26923,1,0,32
2008,31.25,1,1,28
2008,37.5,1,1,34
